Started parsing...
Finished parsing.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
=== TestCase 1 ===
Makespan: 97

Schedule:
Subtask 1 (O1): ECU E3 Core 2, Start 60, Finish 65
Subtask 2 (O2): ECU E4 Core 2, Start 14, Finish 18
Subtask 3 (O3): ECU E1 Core 1, Start 37, Finish 40
Subtask 4 (O4): ECU E1 Core 1, Start 17, Finish 21
Subtask 5 (O5): ECU E4 Core 2, Start 0, Finish 10
Subtask 6 (O1): ECU E4 Core 2, Start 46, Finish 49
Subtask 7 (O2): ECU E3 Core 2, Start 9, Finish 17
Subtask 8 (O3): ECU E4 Core 1, Start 0, Finish 6
Subtask 9 (O4): ECU E1 Core 1, Start 21, Finish 25
Subtask 10 (O1): ECU E3 Core 2, Start 0, Finish 3
Subtask 11 (O2): ECU E1 Core 1, Start 25, Finish 30
Subtask 11 (O2): ECU E3 Core 2, Start 25, Finish 30
Subtask 12 (O3): ECU E3 Core 1, Start 0, Finish 6
Subtask 13 (O4): ECU E3 Core 1, Start 60, Finish 64
Subtask 14 (O5): ECU E2 Core 1, Start 38, Finish 50
Subtask 15 (O6): ECU E4 Core 1, Start 35, Finish 38
Subtask 16 (O1): ECU E1 Core 1, Start 30, Finish 34
Subtask 17 (O2): ECU E3 Core 2, Start 30, Finish 34
Subtask 18 (O3): ECU E1 Core 1, Start 40, Finish 42
Subtask 19 (O4): ECU E1 Core 1, Start 69, Finish 77
Subtask 20 (O5): ECU E4 Core 1, Start 6, Finish 18
Subtask 21 (O6): ECU E2 Core 2, Start 0, Finish 6
Subtask 22 (O1): ECU E1 Core 1, Start 0, Finish 4
Subtask 23 (O2): ECU E4 Core 2, Start 49, Finish 51
Subtask 24 (O3): ECU E2 Core 1, Start 4, Finish 8
Subtask 25 (O4): ECU E1 Core 1, Start 34, Finish 37
Subtask 26 (O1): ECU E4 Core 1, Start 81, Finish 93
Subtask 27 (O2): ECU E2 Core 2, Start 6, Finish 8
Subtask 28 (O3): ECU E2 Core 1, Start 44, Finish 56
Subtask 29 (O4): ECU E3 Core 1, Start 38, Finish 44
Subtask 30 (O5): ECU E1 Core 1, Start 77, Finish 81
Subtask 31 (O6): ECU E4 Core 1, Start 18, Finish 24
Subtask 32 (O1): ECU E1 Core 1, Start 4, Finish 8
Subtask 33 (O2): ECU E4 Core 2, Start 18, Finish 22
Subtask 34 (O3): ECU E4 Core 1, Start 57, Finish 60
Subtask 35 (O4): ECU E4 Core 1, Start 44, Finish 52
Subtask 36 (O1): ECU E3 Core 1, Start 51, Finish 56
Subtask 37 (O2): ECU E4 Core 2, Start 68, Finish 71
Subtask 38 (O3): ECU E2 Core 1, Start 13, Finish 21
Subtask 39 (O4): ECU E4 Core 1, Start 60, Finish 66
Subtask 40 (O5): ECU E1 Core 1, Start 8, Finish 13
Subtask 41 (O6): ECU E3 Core 1, Start 80, Finish 85
Subtask 42 (O1): ECU E2 Core 2, Start 12, Finish 16
Subtask 43 (O2): ECU E3 Core 1, Start 6, Finish 12
Subtask 44 (O3): ECU E1 Core 1, Start 56, Finish 62
Subtask 45 (O4): ECU E2 Core 2, Start 62, Finish 72
Subtask 46 (O5): ECU E4 Core 1, Start 52, Finish 57
Subtask 47 (O1): ECU E3 Core 2, Start 34, Finish 44
Subtask 48 (O2): ECU E2 Core 1, Start 21, Finish 31
Subtask 49 (O3): ECU E1 Core 1, Start 62, Finish 66
Subtask 50 (O4): ECU E4 Core 2, Start 10, Finish 14
Subtask 51 (O1): ECU E4 Core 1, Start 24, Finish 30
Subtask 52 (O2): ECU E4 Core 2, Start 30, Finish 40
Subtask 53 (O3): ECU E3 Core 2, Start 44, Finish 48
Subtask 54 (O4): ECU E3 Core 1, Start 56, Finish 60
Subtask 55 (O5): ECU E2 Core 2, Start 72, Finish 77
Subtask 56 (O1): ECU E4 Core 2, Start 40, Finish 44
Subtask 57 (O2): ECU E1 Core 1, Start 81, Finish 83
Subtask 58 (O3): ECU E1 Core 1, Start 66, Finish 69
Subtask 59 (O4): ECU E4 Core 1, Start 30, Finish 35
Subtask 60 (O5): ECU E3 Core 1, Start 12, Finish 18
Subtask 61 (O6): ECU E3 Core 1, Start 35, Finish 39
Subtask 62 (O1): ECU E2 Core 2, Start 51, Finish 59
Subtask 63 (O2): ECU E1 Core 1, Start 13, Finish 17
Subtask 64 (O3): ECU E3 Core 1, Start 39, Finish 51
Subtask 65 (O4): ECU E3 Core 2, Start 68, Finish 80
Subtask 66 (O5): ECU E1 Core 1, Start 89, Finish 92
Subtask 67 (O6): ECU E4 Core 2, Start 63, Finish 68
Subtask 68 (O1): ECU E4 Core 2, Start 51, Finish 63
Subtask 69 (O2): ECU E3 Core 1, Start 64, Finish 68
Subtask 70 (O3): ECU E2 Core 1, Start 31, Finish 37
Subtask 71 (O4): ECU E4 Core 1, Start 70, Finish 74
Subtask 72 (O5): ECU E3 Core 2, Start 3, Finish 9
Subtask 73 (O6): ECU E3 Core 1, Start 68, Finish 70
Subtask 74 (O1): ECU E3 Core 1, Start 18, Finish 23
Subtask 75 (O2): ECU E2 Core 1, Start 93, Finish 97
Subtask 76 (O3): ECU E1 Core 1, Start 83, Finish 89
Subtask 77 (O4): ECU E2 Core 1, Start 60, Finish 68
Subtask 78 (O5): ECU E4 Core 2, Start 44, Finish 46
Subtask 79 (O6): ECU E3 Core 2, Start 48, Finish 60
Load Imbalance: 43
Objective Function Value: 0.0958
Elapsed Time (this testcase): 3.13 seconds
Peak Memory Usage (this testcase): 0.660 MB
=== TestCase 2 ===
Makespan: 92

Schedule:
Subtask 1 (O1): ECU E2 Core 1, Start 44, Finish 46
Subtask 2 (O2): ECU E2 Core 2, Start 4, Finish 9
Subtask 3 (O3): ECU E1 Core 1, Start 86, Finish 92
Subtask 4 (O4): ECU E1 Core 1, Start 0, Finish 4
Subtask 5 (O5): ECU E3 Core 2, Start 46, Finish 52
Subtask 6 (O6): ECU E3 Core 2, Start 0, Finish 4
Subtask 7 (O1): ECU E2 Core 1, Start 12, Finish 16
Subtask 8 (O2): ECU E1 Core 1, Start 65, Finish 71
Subtask 9 (O3): ECU E3 Core 2, Start 4, Finish 9
Subtask 10 (O4): ECU E4 Core 1, Start 34, Finish 36
Subtask 11 (O5): ECU E2 Core 1, Start 16, Finish 20
Subtask 12 (O1): ECU E2 Core 2, Start 33, Finish 43
Subtask 13 (O2): ECU E3 Core 1, Start 9, Finish 12
Subtask 14 (O3): ECU E1 Core 1, Start 4, Finish 10
