Started parsing...
Finished parsing.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
No improvement for 10 generations, stopping early.
=== TestCase 1 ===
Makespan: 108

Schedule:
Subtask 1 (O1): ECU E1 Core 1, Start 83, Finish 88
Subtask 2 (O2): ECU E4 Core 2, Start 29, Finish 33
Subtask 3 (O3): ECU E4 Core 2, Start 62, Finish 65
Subtask 4 (O4): ECU E2 Core 2, Start 10, Finish 14
Subtask 5 (O5): ECU E3 Core 2, Start 0, Finish 10
Subtask 6 (O1): ECU E1 Core 1, Start 48, Finish 51
Subtask 7 (O2): ECU E2 Core 1, Start 6, Finish 14
Subtask 8 (O3): ECU E4 Core 2, Start 0, Finish 6
Subtask 9 (O4): ECU E1 Core 1, Start 11, Finish 15
Subtask 10 (O1): ECU E3 Core 1, Start 0, Finish 3
Subtask 11 (O2): ECU E1 Core 1, Start 20, Finish 25
Subtask 11 (O2): ECU E3 Core 2, Start 20, Finish 25
Subtask 12 (O3): ECU E3 Core 1, Start 3, Finish 9
Subtask 13 (O4): ECU E1 Core 1, Start 88, Finish 92
Subtask 14 (O5): ECU E3 Core 2, Start 48, Finish 60
Subtask 15 (O6): ECU E3 Core 1, Start 21, Finish 24
Subtask 16 (O1): ECU E2 Core 1, Start 14, Finish 18
Subtask 17 (O2): ECU E4 Core 1, Start 18, Finish 22
Subtask 18 (O3): ECU E2 Core 2, Start 27, Finish 29
Subtask 19 (O4): ECU E1 Core 1, Start 92, Finish 100
Subtask 20 (O5): ECU E4 Core 2, Start 6, Finish 18
Subtask 21 (O6): ECU E1 Core 1, Start 0, Finish 6
Subtask 22 (O1): ECU E2 Core 1, Start 0, Finish 4
Subtask 23 (O2): ECU E1 Core 1, Start 51, Finish 53
Subtask 24 (O3): ECU E4 Core 2, Start 33, Finish 37
Subtask 25 (O4): ECU E4 Core 2, Start 37, Finish 40
Subtask 26 (O1): ECU E2 Core 1, Start 89, Finish 101
